state,district,year,rape,kidnapping
"UTTAR PRADESH",PRATAPGARH,2004,18,30
"UTTAR PRADESH",SULTANPUR,2004,18,31
"ANDHRA PRADESH","VISAKHA RURAL",2005,18,8
ASSAM,HAILAKANDI,2005,18,33
BIHAR,MUNGER,2005,18,11
BIHAR,ROHTAS,2005,18,7
GUJARAT,"RAJKOT RURAL",2005,18,48
HARYANA,BHIWANI,2005,18,22
"JAMMU & KASHMIR",SRINAGAR,2005,18,103
KARNATAKA,BIJAPUR,2005,18,16
ODISHA,NOWRANGPUR,2005,18,8
PUNJAB,KAPURTHALA,2005,18,18
PUNJAB,MUKTSAR,2005,18,15
PUNJAB,ROPAR,2005,18,10
RAJASTHAN,CHURU,2005,18,19
RAJASTHAN,TONK,2005,18,52
SIKKIM,TOTAL,2005,18,2
"TAMIL NADU",KANCHIPURAM,2005,18,0
"UTTAR PRADESH","GAUTAMBUDH NAGAR",2005,18,42
"UTTAR PRADESH","KANPUR NAGAR",2005,18,90
"UTTAR PRADESH",MATHURA,2005,18,44
BIHAR,AURANGABAD,2006,18,41
BIHAR,SIWAN,2006,18,88
HARYANA,FATEHABAD,2006,18,5
HARYANA,SIRSA,2006,18,2
"HIMACHAL PRADESH",MANDI,2006,18,7
KARNATAKA,BIJAPUR,2006,18,19
KARNATAKA,GULBARGA,2006,18,28
MAHARASHTRA,"NAVI MUMBAI",2006,18,9
MAHARASHTRA,PARBHANI,2006,18,11
ODISHA,DEOGARH,2006,18,5
PUNJAB,FEROZPUR,2006,18,21
PUNJAB,JAGRAON,2006,18,6
RAJASTHAN,DUNGARPUR,2006,18,20
RAJASTHAN,"JAIPUR NORTH",2006,18,48
RAJASTHAN,"JODHPUR CITY",2006,18,28
RAJASTHAN,"KOTA CITY",2006,18,70
"TAMIL NADU","COIMBATORE RURAL",2006,18,20
"UTTAR PRADESH",JAUNPUR,2006,18,21
GUJARAT,BHAVNAGAR,2007,18,90
HARYANA,ROHTAK,2007,18,20
JHARKHAND,SARAIKELA,2007,18,4
MAHARASHTRA,"AURANGABAD COMMR.",2007,18,26
ODISHA,BARAGARH,2007,18,10
ODISHA,JAGATSINGHPUR,2007,18,7
BIHAR,BHOJPUR,2008,18,47
KARNATAKA,CHITRADURGA,2008,18,15
KARNATAKA,MANDYA,2008,18,13
"MADHYA PRADESH",HARDA,2008,18,7
MEGHALAYA,"JAINTIA HILLS",2008,18,4
ODISHA,"DCP CTC",2008,18,17
PUNJAB,"TARN TARAN",2008,18,14
"TAMIL NADU","MADURAI RURAL",2008,18,24
"UTTAR PRADESH","AMBEDKAR NAGAR",2008,18,45
ASSAM,BASKA,2009,18,23
BIHAR,ROHTAS,2009,18,11
GUJARAT,BHARUCH,2009,18,25
GUJARAT,SURENDRANAGAR,2009,18,54
HARYANA,PANCHKULA,2009,18,10
"JAMMU & KASHMIR",DODA,2009,18,38
JHARKHAND,BOKARO,2009,18,33
KERALA,"KOZHIKODE COMMR.",2009,18,3
ODISHA,BERHAMPUR,2009,18,15
PUNJAB,MOGA,2009,18,12
RAJASTHAN,SIROHI,2009,18,25
SIKKIM,TOTAL,2009,18,6
"TAMIL NADU","MADURAI RURAL",2009,18,39
"TAMIL NADU",VELLORE,2009,18,40
TRIPURA,DHALAI,2009,18,4
"UTTAR PRADESH",ETAH,2009,18,45
"UTTAR PRADESH",JAUNPUR,2009,18,68
"A & N ISLANDS",ANDAMAN,2009,18,14
"A & N ISLANDS",TOTAL,2009,18,14
BIHAR,BETTIAH,2010,18,88
BIHAR,DARBHANGA,2010,18,87
BIHAR,GOPALGANJ,2010,18,85
CHHATTISGARH,KANKER,2010,18,5
GUJARAT,HIMATNAGAR,2010,18,50
JHARKHAND,SIMDEGA,2010,18,5
MAHARASHTRA,DHULE,2010,18,12
PUNJAB,MOGA,2010,18,13
RAJASTHAN,"JAIPUR SOUTH",2010,18,47
RAJASTHAN,TONK,2010,18,44
SIKKIM,TOTAL,2010,18,6
"TAMIL NADU",THENI,2010,18,80
"TAMIL NADU",THIRUVALLUR,2010,18,13
"UTTAR PRADESH",FIROZABAD,2010,18,78
"WEST BENGAL",ASANSOL,2010,18,13
BIHAR,AURANGABAD,2011,18,60
BIHAR,VAISHALI,2011,18,147
"JAMMU & KASHMIR",ANANTNAG,2011,18,108
"JAMMU & KASHMIR",POONCH,2011,18,32
"MADHYA PRADESH",SHEOPUR,2011,18,7
MAHARASHTRA,"AURANGABAD RURAL",2011,18,12
MAHARASHTRA,HINGOLI,2011,18,8
RAJASTHAN,"JAIPUR SOUTH",2011,18,47
"TAMIL NADU",DINDIGUL,2011,18,50
"UTTAR PRADESH",BADAUN,2011,18,115
"UTTAR PRADESH",MAHARAJGANJ,2011,18,42
"UTTAR PRADESH","PANCHSHIL NAGAR",2011,18,78
"ANDHRA PRADESH",ANANTAPUR,2012,18,63
BIHAR,KHAGARIA,2012,18,34
BIHAR,NAWADAH,2012,18,57
GUJARAT,"KHEDA NORTH",2012,18,55
HARYANA,KAITHAL,2012,18,20
HARYANA,PANCHKULA,2012,18,23
KARNATAKA,BELLARY,2012,18,24
KARNATAKA,BIJAPUR,2012,18,24
KARNATAKA,KOLAR,2012,18,14
MAHARASHTRA,GADCHIROLI,2012,18,6
MANIPUR,"IMPHAL WEST",2012,18,47
ODISHA,BERHAMPUR,2012,18,17
ODISHA,GAJAPATI,2012,18,9
ODISHA,NUAPADA,2012,18,17
PUNJAB,"AMRITSAR RURAL",2012,18,30
PUNJAB,MUKTSAR,2012,18,28
"TAMIL NADU",THIRUVALLUR,2012,18,12
"UTTAR PRADESH",BAGHPAT,2012,18,74
"UTTAR PRADESH",DEORIA,2012,18,67
"UTTAR PRADESH","KANSHIRAM NAGAR",2012,18,56
"UTTAR PRADESH","RAMABAI NAGAR",2012,18,74
"UTTAR PRADESH",SAHARANPUR,2012,18,91
"UTTAR PRADESH","SANT KABIRNAGAR",2012,18,49
CHHATTISGARH,BALRAMPUR,2001,17,1
GUJARAT,HIMATNAGAR,2001,17,29
HARYANA,FATEHABAD,2001,17,13
HARYANA,SIRSA,2001,17,7
"JAMMU & KASHMIR",RAJOURI,2001,17,20
JHARKHAND,SARAIKELA,2001,17,15
JHARKHAND,SIMDEGA,2001,17,12
KARNATAKA,KOLAR,2001,17,18
MAHARASHTRA,"NAVI MUMBAI",2001,17,7
NAGALAND,TOTAL,2001,17,6
ODISHA,NAYAGARH,2001,17,18
RAJASTHAN,DUNGARPUR,2001,17,50
RAJASTHAN,TONK,2001,17,50
"TAMIL NADU",DHARMAPURI,2001,17,30
"TAMIL NADU",VIRUDHUNAGAR,2001,17,19
"UTTAR PRADESH",MAU,2001,17,25
BIHAR,BHABHUA,2002,17,7
BIHAR,BHOJPUR,2002,17,17
BIHAR,BUXAR,2002,17,0
HARYANA,BHIWANI,2002,17,13
HARYANA,ROHTAK,2002,17,10
MAHARASHTRA,HINGOLI,2002,17,7
MAHARASHTRA,KOLHAPUR,2002,17,7
NAGALAND,TOTAL,2002,17,4
ODISHA,JAGATSINGHPUR,2002,17,13
ODISHA,NOWRANGPUR,2002,17,16
PUNJAB,GURDASPUR,2002,17,8
PUNJAB,KAPURTHALA,2002,17,8
BIHAR,KISHANGANJ,2003,17,38
HARYANA,JIND,2003,17,5
KERALA,"TRIVANDRUM COMMR.",2003,17,7
MAHARASHTRA,SATARA,2003,17,6
ODISHA,GANJAM,2003,17,9
ODISHA,JAJPUR,2003,17,21
ODISHA,MALKANGIR,2003,17,4
RAJASTHAN,DAUSA,2003,17,21
"TAMIL NADU",CHENGAI,2003,17,33
"UTTAR PRADESH",KAUSHAMBI,2003,17,4
"UTTAR PRADESH",SAHARANPUR,2003,17,50
"UTTAR PRADESH",SHAHJAHANPUR,2003,17,60
BIHAR,SARAN,2004,17,51
GUJARAT,"RAJKOT RURAL",2004,17,41
HARYANA,SIRSA,2004,17,6
"JAMMU & KASHMIR",ANANTNAG,2004,17,49
MAHARASHTRA,"AMRAVATI COMMR.",2004,17,18
MAHARASHTRA,"NAVI MUMBAI",2004,17,14
MEGHALAYA,"KHASI HILLS EAST",2004,17,12
ODISHA,NAYAGARH,2004,17,14
ODISHA,SUNDARGARH,2004,17,10
RAJASTHAN,DUNGARPUR,2004,17,37
"TAMIL NADU",KANCHIPURAM,2004,17,11
"TAMIL NADU",VELLORE,2004,17,22
ASSAM,CHIRANG,2005,17,16
BIHAR,AURANGABAD,2005,17,23
HARYANA,GURGAON,2005,17,22
JHARKHAND,GARHWA,2005,17,0
KARNATAKA,BELLARY,2005,17,16
KARNATAKA,MANDYA,2005,17,11
KARNATAKA,SHIMOGA,2005,17,20
NAGALAND,TOTAL,2005,17,9
ODISHA,NAYAGARH,2005,17,20
ODISHA,RAYAGADA,2005,17,0
ODISHA,ROURKELA,2005,17,10
"TAMIL NADU",DINDIGUL,2005,17,0
"TAMIL NADU",THOOTHUGUDI,2005,17,8
"UTTAR PRADESH",ALLAHABAD,2005,17,50
"UTTAR PRADESH",FIROZABAD,2005,17,44
"UTTAR PRADESH",RAMPUR,2005,17,29
ASSAM,NALBARI,2006,17,26
ASSAM,UDALGURI,2006,17,25
BIHAR,BHOJPUR,2006,17,34
BIHAR,ROHTAS,2006,17,20
GUJARAT,"KHEDA NORTH",2006,17,34
GUJARAT,SURENDRANAGAR,2006,17,20
HARYANA,MAHENDRAGARH,2006,17,16
JHARKHAND,SARAIKELA,2006,17,4
KARNATAKA,CHICKMAGALUR,2006,17,9
KARNATAKA,"DAKSHIN KANNADA",2006,17,5
KARNATAKA,DAVANAGERE,2006,17,12
ODISHA,BARAGARH,2006,17,11
ODISHA,MALKANGIR,2006,17,8
ODISHA,NAYAGARH,2006,17,16
PUNJAB,MANSA,2006,17,5
RAJASTHAN,CHURU,2006,17,11
DELHI,CENTRAL,2006,17,52
"ANDHRA PRADESH","VIJAYAWADA CITY",2007,17,49
BIHAR,SAHARSA,2007,17,4
BIHAR,SIWAN,2007,17,21
GUJARAT,SURENDRANAGAR,2007,17,28
HARYANA,BHIWANI,2007,17,23
"JAMMU & KASHMIR",BUDGAM,2007,17,72
JHARKHAND,GARHWA,2007,17,12
KARNATAKA,BIJAPUR,2007,17,13
KARNATAKA,MANDYA,2007,17,14
KARNATAKA,TUMKUR,2007,17,19
MAHARASHTRA,JALNA,2007,17,10
MAHARASHTRA,LATUR,2007,17,26
MAHARASHTRA,"NAVI MUMBAI",2007,17,4
MAHARASHTRA,RATNAGIRI,2007,17,4
PUNJAB,KHANNA,2007,17,14
"UTTAR PRADESH",BAGHPAT,2007,17,27
"UTTAR PRADESH","GAUTAMBUDH NAGAR",2007,17,64
BIHAR,JAMUI,2008,17,21
GUJARAT,JAMNAGAR,2008,17,25
KARNATAKA,CHICKMAGALUR,2008,17,10
KARNATAKA,HASSAN,2008,17,24
KARNATAKA,RAMANAGAR,2008,17,8
MAHARASHTRA,HINGOLI,2008,17,9
MAHARASHTRA,RAIGAD,2008,17,5
RAJASTHAN,SIROHI,2008,17,36
"TAMIL NADU",THIRUVALLUR,2008,17,22
"TAMIL NADU",VIRUDHUNAGAR,2008,17,41
"UTTAR PRADESH",HATHRAS,2008,17,37
"UTTAR PRADESH",MAHARAJGANJ,2008,17,26
ASSAM,"KARBI ANGLONG",2009,17,14
GUJARAT,JAMNAGAR,2009,17,20
JHARKHAND,SIMDEGA,2009,17,5
MAHARASHTRA,"AMRAVATI COMMR.",2009,17,20
MAHARASHTRA,BHANDARA,2009,17,12
ODISHA,NUAPADA,2009,17,10
ODISHA,SONEPUR,2009,17,3
PUNJAB,FARIDKOT,2009,17,6
RAJASTHAN,"JAIPUR SOUTH",2009,17,62
RAJASTHAN,"SAWAI MADHOPUR",2009,17,66
"UTTAR PRADESH",AZAMGARH,2009,17,64
"UTTAR PRADESH",FATEHGARH,2009,17,61
"UTTAR PRADESH","KANPUR DEHAT",2009,17,82
"UTTAR PRADESH",MAHARAJGANJ,2009,17,28
"ANDHRA PRADESH","WARANGAL URBAN",2010,17,28
"HIMACHAL PRADESH",KULLU,2010,17,5
"JAMMU & KASHMIR",KATHUA,2010,17,17
KARNATAKA,SHIMOGA,2010,17,24
ODISHA,"DCP CTC",2010,17,27
ODISHA,SONEPUR,2010,17,5
PUNJAB,"SAS NGR",2010,17,23
PUNJAB,"SBS NAGAR",2010,17,8
RAJASTHAN,"JODHPUR RURAL",2010,17,39
"TAMIL NADU",KANCHIPURAM,2010,17,9
"TAMIL NADU","MADURAI RURAL",2010,17,41
"ANDHRA PRADESH",CHITTOOR,2011,17,47
BIHAR,BEGUSARAI,2011,17,94
BIHAR,GOPALGANJ,2011,17,106
HARYANA,PANCHKULA,2011,17,15
HARYANA,REWARI,2011,17,19
"JAMMU & KASHMIR",KATHUA,2011,17,32
KARNATAKA,KOLAR,2011,17,13
MAHARASHTRA,LATUR,2011,17,37
MANIPUR,"IMPHAL WEST",2011,17,45
MEGHALAYA,RI-BHOI,2011,17,3
ODISHA,DHENKANAL,2011,17,29
PUNJAB,MUKTSAR,2011,17,14
"UTTAR PRADESH","SANT KABIRNAGAR",2011,17,48
BIHAR,BANKA,2012,17,45
GUJARAT,"KUTCH (EAST(G))",2012,17,23
"HIMACHAL PRADESH",SIRMAUR,2012,17,11
KARNATAKA,DAVANAGERE,2012,17,20
"MADHYA PRADESH",SHEOPUR,2012,17,4
ODISHA,DEOGARH,2012,17,5
ODISHA,MALKANGIR,2012,17,19
PUNJAB,FARIDKOT,2012,17,18
RAJASTHAN,"JAIPUR SOUTH",2012,17,21
"UTTAR PRADESH",HATHRAS,2012,17,71
BIHAR,AURANGABAD,2001,16,4
HARYANA,KAITHAL,2001,16,8
"HIMACHAL PRADESH",MANDI,2001,16,10
KARNATAKA,BELLARY,2001,16,11
MAHARASHTRA,DHULE,2001,16,6
MAHARASHTRA,JALNA,2001,16,8
MAHARASHTRA,NANDURBAR,2001,16,6
MAHARASHTRA,OSMANABAD,2001,16,7
MAHARASHTRA,"SOLAPUR COMMR.",2001,16,11
RAJASTHAN,AJMER,2001,16,125
"TAMIL NADU",CUDDALORE,2001,16,2
"TAMIL NADU",THIRUVALLUR,2001,16,11
"UTTAR PRADESH","GAUTAMBUDH NAGAR",2001,16,30
"UTTAR PRADESH",HATHRAS,2001,16,26
"UTTAR PRADESH",MIRZAPUR,2001,16,6
"ANDHRA PRADESH",CUDDAPAH,2002,16,22
BIHAR,GOPALGANJ,2002,16,16
BIHAR,VAISHALI,2002,16,41
GUJARAT,PALANPUR,2002,16,39
HARYANA,MAHENDRAGARH,2002,16,9
"HIMACHAL PRADESH",CHAMBA,2002,16,10
"JAMMU & KASHMIR",ANANTNAG,2002,16,58
JHARKHAND,SIMDEGA,2002,16,1
MAHARASHTRA,DHULE,2002,16,8
RAJASTHAN,DAUSA,2002,16,27
"TAMIL NADU",PERAMBALUR,2002,16,22
"UTTAR PRADESH",BASTI,2002,16,27
"UTTAR PRADESH",MATHURA,2002,16,32
"UTTAR PRADESH",VARANASI,2002,16,36
ASSAM,"KARBI ANGLONG",2003,16,13
BIHAR,KHAGARIA,2003,16,0
GUJARAT,SURENDRANAGAR,2003,16,25
HARYANA,HISSAR,2003,16,18
"HIMACHAL PRADESH",KULLU,2003,16,6
KARNATAKA,DAVANAGERE,2003,16,6
KARNATAKA,HASSAN,2003,16,9
MAHARASHTRA,"NAVI MUMBAI",2003,16,7
MAHARASHTRA,RATNAGIRI,2003,16,1
RAJASTHAN,BARMER,2003,16,15
"TAMIL NADU","COIMBATORE RURAL",2003,16,14
"UTTAR PRADESH",MATHURA,2003,16,26
UTTARAKHAND,DEHRADUN,2003,16,28
HARYANA,HISSAR,2004,16,31
HARYANA,REWARI,2004,16,21
HARYANA,YAMUNANAGAR,2004,16,12
JHARKHAND,SIMDEGA,2004,16,1
KARNATAKA,CHITRADURGA,2004,16,5
KARNATAKA,HASSAN,2004,16,8
KARNATAKA,KOLAR,2004,16,16
ODISHA,BERHAMPUR,2004,16,12
ODISHA,NOWRANGPUR,2004,16,11
PUNJAB,GURDASPUR,2004,16,6
"TAMIL NADU",THIRUVALLUR,2004,16,14
"TAMIL NADU","TRICHY RURAL",2004,16,16
"UTTAR PRADESH",AZAMGARH,2004,16,37
"UTTAR PRADESH",BAHRAICH,2004,16,26
"UTTAR PRADESH",HATHRAS,2004,16,26
"UTTAR PRADESH",JHANSI,2004,16,29
"ANDHRA PRADESH",ANANTAPUR,2005,16,30
BIHAR,JEHANABAD,2005,16,2
"JAMMU & KASHMIR",BARAMULLA,2005,16,97
KARNATAKA,"BANGALORE RURAL",2005,16,20
KARNATAKA,CHICKMAGALUR,2005,16,4
KARNATAKA,GULBARGA,2005,16,17
ODISHA,DEOGARH,2005,16,5
PUNJAB,GURDASPUR,2005,16,12
"UTTAR PRADESH",BANDA,2005,16,10
"UTTAR PRADESH",ETAH,2005,16,33
"UTTAR PRADESH",SULTANPUR,2005,16,24
"ANDHRA PRADESH",ANANTAPUR,2006,16,32
"ANDHRA PRADESH",VIZIANAGARAM,2006,16,16
KARNATAKA,CHAMARAJNAGAR,2006,16,5
KARNATAKA,CHITRADURGA,2006,16,17
RAJASTHAN,DAUSA,2006,16,19
TRIPURA,DHALAI,2006,16,8
"UTTAR PRADESH",FIROZABAD,2006,16,57
"UTTAR PRADESH","KANPUR DEHAT",2006,16,25
"UTTAR PRADESH",MAINPURI,2006,16,24
"UTTAR PRADESH",VARANASI,2006,16,36
ASSAM,"KARBI ANGLONG",2007,16,15
GUJARAT,PANCHMAHAL,2007,16,42
"JAMMU & KASHMIR",ANANTNAG,2007,16,65
ODISHA,SONEPUR,2007,16,9
PUNJAB,"SAS NGR",2007,16,23
RAJASTHAN,DAUSA,2007,16,43
RAJASTHAN,"JODHPUR CITY",2007,16,40
"TAMIL NADU","COIMBATORE RURAL",2007,16,71
"UTTAR PRADESH",HATHRAS,2007,16,50
"UTTAR PRADESH",PRATAPGARH,2007,16,43
"UTTAR PRADESH",SONBHADRA,2007,16,8
ASSAM,"KARBI ANGLONG",2008,16,12
BIHAR,KHAGARIA,2008,16,17
BIHAR,MADHEPURA,2008,16,30
GUJARAT,HIMATNAGAR,2008,16,34
GUJARAT,KUTCH,2008,16,42
"HIMACHAL PRADESH",KULLU,2008,16,17
"JAMMU & KASHMIR",POONCH,2008,16,21
"JAMMU & KASHMIR",SRINAGAR,2008,16,69
JHARKHAND,KODERMA,2008,16,14
JHARKHAND,LOHARDAGGA,2008,16,4
KERALA,ALAPUZHA,2008,16,16
MAHARASHTRA,JALNA,2008,16,10
MEGHALAYA,"KHASI HILLS WEST",2008,16,3
RAJASTHAN,"SAWAI MADHOPUR",2008,16,39
"TAMIL NADU",CUDDALORE,2008,16,52
"UTTAR PRADESH",FATEHPUR,2008,16,42
"UTTAR PRADESH",LALITPUR,2008,16,9
GOA,"SOUTH GOA",2009,16,12
HARYANA,MEWAT,2009,16,12
JHARKHAND,CHATRA,2009,16,20
JHARKHAND,RAMGARH,2009,16,18
KARNATAKA,DAVANAGERE,2009,16,15
KARNATAKA,MANDYA,2009,16,19
"TAMIL NADU",ERODE,2009,16,37
"TAMIL NADU",VIRUDHUNAGAR,2009,16,41
"UTTAR PRADESH",HAMIRPUR,2009,16,18
"UTTAR PRADESH",MAINPURI,2009,16,64
"UTTAR PRADESH",SULTANPUR,2009,16,63
GUJARAT,"KHEDA NORTH",2010,16,59
GUJARAT,"VADODARA RURAL",2010,16,50
JHARKHAND,LATEHAR,2010,16,14
KARNATAKA,"BANGALORE RURAL",2010,16,18
KARNATAKA,"DAKSHIN KANNADA",2010,16,9
KARNATAKA,DAVANAGERE,2010,16,20
KERALA,"KOZHIKODE COMMR.",2010,16,7
MAHARASHTRA,"AURANGABAD RURAL",2010,16,12
MAHARASHTRA,GADCHIROLI,2010,16,9
NAGALAND,TOTAL,2010,16,6
PUNJAB,"AMRITSAR RURAL",2010,16,25
RAJASTHAN,"SAWAI MADHOPUR",2010,16,65
"TAMIL NADU",RAMNATHAPURAM,2010,16,50
"TAMIL NADU","THIRUNELVELI URBAN",2010,16,9
"UTTAR PRADESH",FAIZABAD,2010,16,69
"UTTAR PRADESH",MAHARAJGANJ,2010,16,45
"UTTAR PRADESH",PILIBHIT,2010,16,54
DELHI,"NEW DELHI",2010,16,21
"ANDHRA PRADESH",ANANTAPUR,2011,16,83
BIHAR,BAGAHA,2011,16,48
BIHAR,BHOJPUR,2011,16,48
BIHAR,SIWAN,2011,16,150
GOA,"SOUTH GOA",2011,16,9
GUJARAT,PATAN,2011,16,44
"JAMMU & KASHMIR",DODA,2011,16,43
KARNATAKA,CBPURA,2011,16,16
KARNATAKA,KODAGU,2011,16,5
KARNATAKA,"MANGALORE CITY",2011,16,4
MAHARASHTRA,"AURANGABAD COMMR.",2011,16,24
MAHARASHTRA,DHULE,2011,16,27
PUNJAB,AMRITSAR,2011,16,20
PUNJAB,KAPURTHALA,2011,16,17
PUNJAB,"TARN TARAN",2011,16,17
SIKKIM,TOTAL,2011,16,10
"TAMIL NADU",ARIYALUR,2011,16,17
"UTTAR PRADESH","AMBEDKAR NAGAR",2011,16,74
"UTTAR PRADESH",FATEHGARH,2011,16,83
"UTTAR PRADESH",MAHOBA,2011,16,31
"UTTAR PRADESH",SHRAWASTI,2011,16,36
DELHI,CENTRAL,2011,16,89
BIHAR,SAHARSA,2012,16,76
"JAMMU & KASHMIR",DODA,2012,16,31
KARNATAKA,RAMANAGAR,2012,16,53
MIZORAM,LUNGLEI,2012,16,0
PUNJAB,KAPURTHALA,2012,16,34
"TAMIL NADU",DINDIGUL,2012,16,97
"UTTAR PRADESH",MAHOBA,2012,16,43
UTTARAKHAND,NAINITAL,2012,16,29
BIHAR,NAWADAH,2001,15,1
HARYANA,SONIPAT,2001,15,12
JHARKHAND,PALAMU,2001,15,2
KARNATAKA,MANDYA,2001,15,1
MAHARASHTRA,AKOLA,2001,15,14
MAHARASHTRA,WASHIM,2001,15,13
ODISHA,DHENKANAL,2001,15,7
PUNJAB,SANGRUR,2001,15,18
"UTTAR PRADESH",BAGHPAT,2001,15,17
ASSAM,KOKRAJHAR,2002,15,18
BIHAR,JAMUI,2002,15,13
BIHAR,KHAGARIA,2002,15,14
BIHAR,ROHTAS,2002,15,10
GUJARAT,"RAJKOT RURAL",2002,15,37
HARYANA,AMBALA,2002,15,18
HARYANA,HISSAR,2002,15,21
HARYANA,KURUKSHETRA,2002,15,14
"JAMMU & KASHMIR",DODA,2002,15,19
"JAMMU & KASHMIR",UDHAMPUR,2002,15,7
ODISHA,BOLANGIR,2002,15,12
ODISHA,MALKANGIR,2002,15,6
ODISHA,RAYAGADA,2002,15,0
ODISHA,SAMBALPUR,2002,15,3
"TAMIL NADU","MADURAI RURAL",2002,15,16
"UTTAR PRADESH",BAGHPAT,2002,15,15
"UTTAR PRADESH",FAIZABAD,2002,15,17
"UTTAR PRADESH",J.P.NAGAR,2002,15,27
"UTTAR PRADESH",MAU,2002,15,23
"UTTAR PRADESH",SAHARANPUR,2002,15,55
"WEST BENGAL",PURULIA,2002,15,14
"ANDHRA PRADESH","VISAKHA RURAL",2003,15,15
BIHAR,ROHTAS,2003,15,36
HARYANA,BHIWANI,2003,15,7
HARYANA,KAITHAL,2003,15,2
HARYANA,SONIPAT,2003,15,20
JHARKHAND,LOHARDAGGA,2003,15,4
KARNATAKA,SHIMOGA,2003,15,14
KERALA,KASARGOD,2003,15,4
MAHARASHTRA,KOLHAPUR,2003,15,11
MAHARASHTRA,"SOLAPUR COMMR.",2003,15,8
MAHARASHTRA,WASHIM,2003,15,10
ODISHA,JHARSUGUDA,2003,15,8
ODISHA,NAYAGARH,2003,15,11
PUNJAB,BARNALA,2003,15,7
PUNJAB,BHATINDA,2003,15,16
PUNJAB,GURDASPUR,2003,15,4
RAJASTHAN,DUNGARPUR,2003,15,29
RAJASTHAN,SIKAR,2003,15,22
"UTTAR PRADESH",GHAZIABAD,2003,15,49
"ANDHRA PRADESH",SRIKAKULAM,2004,15,13
"HIMACHAL PRADESH",KANGRA,2004,15,10
"HIMACHAL PRADESH",MANDI,2004,15,6
"JAMMU & KASHMIR",BARAMULLA,2004,15,74
KARNATAKA,MANDYA,2004,15,0
KARNATAKA,TUMKUR,2004,15,0
KERALA,IDUKKI,2004,15,9
MAHARASHTRA,KOLHAPUR,2004,15,14
MAHARASHTRA,"NASIK COMMR.",2004,15,12
ODISHA,GANJAM,2004,15,11
ODISHA,JAJPUR,2004,15,21
RAJASTHAN,CHURU,2004,15,19
"TAMIL NADU",PERAMBALUR,2004,15,24
TRIPURA,DHALAI,2004,15,7
"UTTAR PRADESH",VARANASI,2004,15,20
UTTARAKHAND,"UDHAMSINGH NAGAR",2004,15,0
"WEST BENGAL","HOWRAH CITY",2004,15,13
"ANDHRA PRADESH","RANGA REDDY",2005,15,14
"ANDHRA PRADESH",SRIKAKULAM,2005,15,16
BIHAR,MADHEPURA,2005,15,9
CHHATTISGARH,DANTEWARA,2005,15,5
HARYANA,MAHENDRAGARH,2005,15,9
HARYANA,SIRSA,2005,15,10
"HIMACHAL PRADESH",SOLAN,2005,15,8
"JAMMU & KASHMIR",UDHAMPUR,2005,15,9
KARNATAKA,CHITRADURGA,2005,15,5
KERALA,"ERNAKULAM RURAL",2005,15,5
MAHARASHTRA,BHANDARA,2005,15,14
MAHARASHTRA,DHULE,2005,15,9
MAHARASHTRA,HINGOLI,2005,15,12
ODISHA,SAMBALPUR,2005,15,17
PUNJAB,MANSA,2005,15,6
"TAMIL NADU",THIRUVALLUR,2005,15,21
TRIPURA,DHALAI,2005,15,8
"UTTAR PRADESH",PRATAPGARH,2005,15,33
"UTTAR PRADESH",SAHARANPUR,2005,15,25
GUJARAT,AMRELI,2006,15,30
HARYANA,JHAJJAR,2006,15,9
"JAMMU & KASHMIR",BARAMULLA,2006,15,101
KARNATAKA,BELLARY,2006,15,22
KARNATAKA,"MYSORE COMMR.",2006,15,5
KERALA,ALAPUZHA,2006,15,14
MAHARASHTRA,HINGOLI,2006,15,10
MAHARASHTRA,LATUR,2006,15,22
"TAMIL NADU",PERAMBALUR,2006,15,13
"UTTAR PRADESH",BANDA,2006,15,9
"UTTAR PRADESH",KAUSHAMBI,2006,15,14
"UTTAR PRADESH",SAHARANPUR,2006,15,29
GOA,"SOUTH GOA",2007,15,5
HARYANA,PALWAL,2007,15,17
"HIMACHAL PRADESH",CHAMBA,2007,15,11
"JAMMU & KASHMIR",HANDWARA,2007,15,22
"JAMMU & KASHMIR",KATHUA,2007,15,17
"JAMMU & KASHMIR",RAMBAN,2007,15,7
JHARKHAND,KHUNTI,2007,15,7
JHARKHAND,KODERMA,2007,15,7
KERALA,"KOZHIKODE COMMR.",2007,15,7
MAHARASHTRA,DHULE,2007,15,5
ODISHA,ROURKELA,2007,15,8
PUNJAB,BATALA,2007,15,16
PUNJAB,"FATEHGARH SAHIB",2007,15,24
PUNJAB,JAGRAON,2007,15,8
"UTTAR PRADESH","AMBEDKAR NAGAR",2007,15,24
"UTTAR PRADESH",BANDA,2007,15,12
"WEST BENGAL",ASANSOL,2007,15,10
BIHAR,BAGAHA,2008,15,36
CHHATTISGARH,KANKER,2008,15,7
GOA,"NORTH GOA",2008,15,17
GOA,"SOUTH GOA",2008,15,11
HARYANA,PANCHKULA,2008,15,18
"JAMMU & KASHMIR",KATHUA,2008,15,13
KERALA,"KOZHIKODE COMMR.",2008,15,4
ODISHA,SONEPUR,2008,15,3
PUNJAB,AMRITSAR,2008,15,44
PUNJAB,FARIDKOT,2008,15,10
RAJASTHAN,"JAIPUR SOUTH",2008,15,44
"UTTAR PRADESH",DEORIA,2008,15,13
BIHAR,JAMUI,2009,15,21
BIHAR,LAKHISARAI,2009,15,16
GUJARAT,HIMATNAGAR,2009,15,35
